Text,Sentiment
,
This is the attitude with which in treats it s customers Frm past one hour they are not even bothering to respond These companies looting customers in daylight with impunity becoz faild to make stringent laws 2 protect consumers interest,negative
,
in Agree with this,neutral
,
in this is for order no 25169496451 you delivered stinking food I have repacked your food take it and refund my money back,neutral
,
in Agree,neutral
,
Thanks a lot in Keep it up guys,positive
,
rizaul in Happy Swiggying Lakshmi,positive
,
RT in n,neutral
,
swiggy zomato 8 10 vpy,neutral
,
9 MIX mixcloud,neutral
,
sr,neutral
,
in wow good luck in Bhopal,positive
,
offer from swiggy Thanking you,neutral
,
mess,negative
,
Projects like Pre Ordering and EDVO have kept me agile and helped me learn new concepts at Swiggy It s amazing how I m able to balance my passion for tech and adventure with ease and go for running and hiking to new destinations often WomenOfSwiggy WeAreSwiggy SwiggsterLife,positive
,
sr w,neutral
,
mess,negative
,
Did the swiggy guy show up with smokes the other day,negative
,
nani2 Hey Aditya Delivery charges are levied for the services rendered We ve launched Swiggy SUPER subscription which unlocks free delivery for all your orders above Rs 99 Please check for the availability of the same on your location amp try it out Ashwathi,positive
,
sr w,neutral
,
mess DJ,negative
,
7 800 crore 1 08 billion at current rates Combined losses at Paytm Flipkart MakeMyTrip India Swiggy and Zomato in FY18 IndianNumerals,neutral
,
in why there is a high delivery charge,positive
,
Watch Breaking Point High Altitude Warfare School only on Co Presenting Sponsor amp PUBGMobile Co Powered By LIC amp in Associate Sponsors Dell amp HongKongTourism,positive
,
in DL 200 30 50 payout,neutral
,
Ordered same food from same restaurant at 30 percent less from in,negative
,
You think I am jobless I uninstalled the Swiggy app Keep your outdated and below par service to yourself,negative
,
Having a fast delivery in doesn t mean that you don t do a check on the restaurant quality,negative
,
in well done The food just came and had burnt rope of a cracker Didn t imagine this kind of food services and delivery shame order id 25180954979,positive
,
Interesting for in in India Fascinating data from millions of trips from a food delivery service shows that bicycles are faster than cars in the cities it serves,positive
,
Swiggy link sent by a friend,neutral
,
india in Issue is NOT solved It s not DO NOT CLOSE THE INCIDENT UNLESS YOU GET THE CUSTOMER CONSENT DO NOT TAKE CUSTOMERS FOR GRANTED,neutral
,
Free DJ,positive
,
RT tokyo 2018 DJ,neutral
,
RT DJ 12 8,neutral
,
RT 17 30,neutral
,
Swiggy order no 23550574449 stale n bad quality food delivered n when reported issue neither returned money nor repeated the order no value of our money,negative
,
I just don t get it the logic is fairly simple Profit making has to feature on their agenda somewhere down the line even if growth is the priority now why is market share the more important metric startup,positive
,
I have an issue unresolved app for the last 11 days The RM couldn t resolve The could not resolve Not sure if there is any recourse anywhere in store,negative
,
in Nt only in bt also nd have started to rot in thr services Thy have stopped thinking abt thr customers ns started harrasing thm Thy hav frgot that the pace at which india has accepted thm will thow thm down the gutter evn faster,negative
,
RT in they are tel,neutral
,
RT in why you people dont informed that price showing in your app is not as per the menu of restaurant,neutral
,
I am also attaching the conversation from last time so that everyone should get an idea how in haraSes it s customers Even in this matter I never got any help,neutral
,
RT I think in should brand themselves as fraud app instead of food app I never wanted to use such a,neutral
,
I am attaching the screenshots of kind of responses I got from swiggy cares chat team and also attach the pic of food that they delivered to me with missing items rice sweet and salad 4 n,positive
,
These people assured me to call me but I never got a call Swiggy is not here to serve you but harras you I never find much problem when I face some problem with but don t really care for their customers 3 n,positive
,
I think in should brand themselves as fraud app instead of food app I never wanted to use such a harsh language but swiggy team compelled me to do so Today I have ordered a food from swiggy and some items were missing 1 n,negative
,
thank you swiggy for giving me the 125offer is it for all customer because my frnd has not got it,neutral
,
swiggy gift this pizza to your CEO He will love it,positive
,
in Order number 25176297134 Complaint number CPN342010 Being dragged from Swiggy to McDonalds amp back n forth Just follow the basic instructions of the order guys This is disappointing On top of which CC is rude and adamant,negative
,
RT Is there any place where we can complain air amp noise pollution from hotel chimney and also traffic solution which is created,neutral
,
RT This is related with the Jugaad night Swastik society Navrangpura in,neutral
,
and in have u ever seen how u r delivery person ride vehicles to deliver food They play with traffic rules cut traffic unfairly My humble request is please take care of them conduct road safety awareness and teach them to respect traffic rules,negative
